Ball Pos: 650.000000 450.000000 || Enemy pos: 650.000000 450.000000 || Robot dist: 325.000000 || Angle error: 0.000000
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
Ball Pos: 389.830048 774.004822 || Enemy pos: 424.000000 769.000000 || Robot dist: 35.000015 || Angle error: 1.406691
